code	char	ids	more
U+5042	偂	⿰亻前	⿰亻⿱䒑刖 / ⿰亻⿱䒑⿰⿵冂⺀刂
U+5043	偃	⿰亻匽	
U+5044	偄	⿰亻耎	
U+5045	偅	⿰亻重	
U+5046	偆	⿰亻春	
U+5047	假	⿰亻叚	
U+5048	偈	⿰亻曷	
U+5049	偉	⿰亻韋	
U+504A	偊	⿰亻禹	
U+504B	偋	⿰亻屏	⿸𰁢并
U+504C	偌	⿰亻若	
U+504D	偍	⿰亻是	
U+504E	偎	⿰亻畏	
U+504F	偏	⿰亻扁	⿸𬽬𠕁
U+5050	偐	⿰亻彥	⿰亻彦
U+5051	偑	⿰亻風	
U+5052	偒	⿰亻昜	
U+5053	偓	⿰亻屋	⿸𰁢至
U+5054	偔	⿰亻咢	
U+5055	偕	⿰亻皆	
U+5056	偖	⿰亻者	⿰亻⿻者丶
U+5057	偗	⿰亻省	
U+5058	偘	⿰亻品	
U+5059	偙	⿰亻帝	
U+505A	做	⿰亻故	⿰估攵
U+505B	偛	⿰亻臿	
U+505C	停	⿰亻亭	
U+505D	偝	⿰亻背	
U+505E	偞	⿰亻枼	
U+505F	偟	⿰亻皇	
U+5060	偠	⿰亻要	
U+5061	偡	⿰亻甚	
U+5062	偢	⿰亻秋	
U+5063	偣	⿰亻音	
U+5064	偤	⿰亻酋	
U+5065	健	⿰亻建	
U+5066	偦	⿰亻胥	
U+5067	偧	⿰亻奓	
U+5068	偨	⿰亻柴	
U+5069	偩	⿰亻負	
U+506A	偪	⿰亻畐	
U+506B	偫	⿰亻待	
U+506C	偬	⿰亻怱	
U+506D	偭	⿰亻面	
U+506E	偮	⿰亻咠	⿰亻⿱口耳
U+506F	偯	⿰亻哀	
U+5070	偰	⿰亻契	
U+5071	偱	⿰亻盾	
U+5072	偲	⿰亻思	
U+5073	偳	⿰亻耑	
U+5074	側	⿰亻則	⿰𰂇刂
U+5075	偵	⿰亻貞	
U+5076	偶	⿰亻禺	
U+5077	偷	⿰亻俞	⿰亻⿱⿵入一⿰⺝刂
U+5078	偸	⿰亻兪	
U+5079	偹	⿸攸田	⿲亻丨备 / ⿰⿰亻丨备
U+507A	偺	⿰亻昝	
U+507B	偻	⿰亻娄	
U+507C	偼		⿰亻⿳⺊⺕龰 / ⿰亻⿳⺊𫜹龰
U+507D	偽	⿰亻為	
U+507E	偾	⿰亻贲	
U+507F	偿	⿰亻尝	
U+5080	傀	⿰亻鬼	
U+5081	傁	⿰亻叟	⿰亻⿱⿻𦥑丨又
U+5082	傂	⿰亻虒	
U+5083	傃	⿰亻素	
U+5084	傄	⿰亻眘	
U+5085	傅	⿰亻尃	
U+5086	傆	⿰亻原	
U+5087	傇	⿰亻茸	⿰亻⿱艹耳
U+5088	傈	⿰亻栗	
U+5089	傉	⿰亻辱	⿸侲寸 / ⿰亻⿸辰寸
U+508A	傊	⿰亻員	
U+508B	傋	⿰亻冓	
U+508C	傌	⿰亻馬	
U+508D	傍	⿰亻旁	
U+508E	傎	⿰亻眞	⿰亻真
U+508F	傏	⿰亻唐	
U+5090	傐	⿰亻高	
U+5091	傑	⿰亻桀	
U+5092	傒	⿰亻奚	
U+5093	傓	⿰亻扇	⿸𬽬羽
U+5094	傔	⿰亻兼	
U+5095	傕	⿰亻隺	
U+5096	傖	⿰亻倉	
U+5097	傗	⿰亻畜	
U+5098	傘	⿻个⿱从丛	⿱人⿻十𠈌 / ⿱𠆢⿻㸚十 / ⿱𠆢⿻𠈌十
U+5099	備	⿰亻⿱卄⿸厂用	⿰亻𤰇
U+509A	傚	⿰亻效	
U+509B	傛	⿰亻容	
U+509C	傜	⿰亻䍃	
U+509D	傝		⿰亻𦐇
U+509E	傞	⿰亻差	
U+509F	傟	⿰亻翁	
U+50A0	傠	⿰亻討	⿰信寸
U+50A1	傡	⿰亻竝	
U+50A2	傢	⿰亻家	
U+50A3	傣	⿰亻泰	
U+50A4	傤	⿰亻载	
U+50A5	傥	⿰亻党	
U+50A6	傦	⿰亻骨	
U+50A7	傧	⿰亻宾	
U+50A8	储	⿰亻诸	
U+50A9	傩	⿰亻难	
U+50AA	傪	⿰亻參	
U+50AB	傫	⿰亻累	
U+50AC	催	⿰亻崔	
U+50AD	傭	⿰亻庸	⿸𠆲𬎾
U+50AE	傮	⿰亻曹	
U+50AF	傯	⿰亻悤	⿰亻⿱囪心
U+50B0	傰	⿰亻崩	⿰亻⿱山朋
U+50B1	傱	⿰亻從	
U+50B2	傲	⿰亻敖	⿰亻⿰𫠤攵
U+50B3	傳	⿰亻專	
U+50B4	傴	⿰亻區	
U+50B5	債	⿰亻責	
U+50B6	傶	⿰亻戚	
U+50B7	傷		⿰亻𬀷
U+50B8	傸	⿰亻爽	
U+50B9	傹	⿰亻竟	
U+50BA	傺	⿰亻祭	
U+50BB	傻	⿰亻⿳囟儿夂	⿰亻𡕩
U+50BC	傼	⿰亻⿱廿⿻口夫	⿰亻𦰩 / ⿰亻⿱廿⿻人𠮡
U+50BD	傽	⿰亻章	
U+50BE	傾	⿰亻頃	
U+50BF	傿	⿰亻焉	
U+50C0	僀	⿰亻帶	
U+50C1	僁	⿰亻悉	
U+50C2	僂	⿰亻婁	
U+50C3	僃	⿰亻⿱艹⿹勹用	⿰亻𤰈 / ⿰亻⿹𬜠用
U+50C4	僄	⿰亻票	
U+50C5	僅	⿰亻堇	⿰亻𦰌
U+50C6	僆	⿰亻連	
U+50C7	僇	⿰亻翏	
U+50C8	僈	⿰亻曼	
U+50C9	僉	⿳亼吅从	
U+50CA	僊	⿰亻䙴	⿰亻⿱䙲巳
U+50CB	僋	⿰亻貪	
U+50CC	僌	⿰俥攵	⿰亻𨊴
U+50CD	働	⿰亻動	
U+50CE	僎	⿰亻巽	
U+50CF	像	⿰亻象	
U+50D0	僐	⿰亻善	
U+50D1	僑	⿰亻喬	
U+50D2	僒	⿰亻窘	
U+50D3	僓	⿰亻貴	
U+50D4	僔	⿰亻尊	
U+50D5	僕	⿰亻菐	⿰彳菐
U+50D6	僖	⿰亻喜	
U+50D7	僗	⿰亻勞	
U+50D8	僘	⿰亻敞	⿰倘攵
U+50D9	僙	⿰亻黃	⿰亻黄
U+50DA	僚	⿰亻尞	
U+50DB	僛	⿰亻欺	⿰倛欠
U+50DC	僜	⿰亻登	
U+50DD	僝	⿰亻孱	⿸𰁢孨
U+50DE	僞	⿰亻爲	
U+50DF	僟	⿰亻幾	
U+50E0	僠	⿰亻番	
U+50E1	僡	⿰亻惠	
U+50E2	僢	⿰亻舜	
U+50E3	僣	⿰亻替	
U+50E4	僤	⿰亻單	
U+50E5	僥	⿰亻堯	
U+50E6	僦	⿰亻就	⿰倞尤
U+50E7	僧	⿰亻曽	⿰亻曾
U+50E8	僨	⿰亻賁	
U+50E9	僩	⿰亻閒	
U+50EA	僪	⿰亻矞	
U+50EB	僫	⿰亻惡	
U+50EC	僬	⿰亻焦	
U+50ED	僭	⿰亻朁	
U+50EE	僮	⿰亻童	
U+50EF	僯	⿰亻粦	
U+50F0	僰	⿱棘人	⿱⿰朿朿人
U+50F1	僱	⿰亻雇	⿸𬽬隹
U+50F2	僲	⿰亻⿱覀舛	
U+50F3	僳	⿰亻粟	
U+50F4	僴	⿰亻間	
U+50F5	僵	⿰亻畺	
U+50F6	僶	⿰亻黽	
U+50F7	僷	⿰亻葉	
U+50F8	僸	⿰亻禁	
U+50F9	價	⿰亻賈	
U+50FA	僺	⿰亻喿	
U+50FB	僻	⿰亻辟	
U+50FC	僼	⿰亻豊	
U+50FD	僽	⿰亻愁	
U+50FE	僾	⿰亻愛	
U+50FF	僿	⿰亻塞	
U+5100	儀	⿰亻義	
U+5101	儁	⿰亻雋	
U+5102	儂	⿰亻農	
U+5103	儃	⿰亻亶	
U+5104	億	⿰亻意	
U+5105	儅	⿰亻當	
U+5106	儆	⿰亻敬	
U+5107	儇	⿰亻睘	
U+5108	儈	⿰亻會	
U+5109	儉	⿰亻僉	
U+510A	儊	⿰亻楚	
U+510B	儋	⿰亻詹	
U+510C	儌	⿰亻敫	
U+510D	儍		⿰亻𡕰 / ⿰亻⿳𠚍儿夂
U+510E	儎	⿰亻載	
U+510F	儏	⿰亻粲	
U+5110	儐	⿰亻賓	
U+5111	儑	⿰亻㬎	
U+5112	儒	⿰亻需	
U+5113	儓	⿰亻臺	
U+5114	儔	⿰亻壽	
U+5115	儕	⿰亻齊	
U+5116	儖	⿰亻監	
U+5117	儗	⿰亻疑	
U+5118	儘	⿰亻盡	
U+5119	儙	⿰亻遣	
U+511A	儚	⿰亻夢	
U+511B	儛	⿰亻舞	
U+511C	儜	⿰亻寧	
U+511D	儝	⿰亻榮	
U+511E	儞	⿰亻爾	
U+511F	償	⿰亻賞	
U+5120	儠	⿰亻巤	⿰亻⿳巛囚⿲𠄌二⿲𠄌二㇂
U+5121	儡	⿰亻畾	
U+5122	儢	⿰亻慮	
U+5123	儣	⿰亻廣	⿸𠆲黄
U+5124	儤	⿰亻暴	
U+5125	儥	⿰亻賣	⿰亻𧶠
U+5126	儦	⿰亻麃	⿸𬿚灬
U+5127	儧	⿰亻賛	
U+5128	儨	⿰亻質	
U+5129	儩	⿰亻賜	⿰𰂇易
U+512A	優	⿰亻憂	
U+512B	儫	⿰亻豪	
U+512C	儬	⿰亻靚	⿰倩見
U+512D	儭	⿰亻親	⿰𠋆見
U+512E	儮	⿰亻歷	
U+512F	儯	⿰亻駦	
U+5130	儰	⿰亻蒍	⿰亻蔿
U+5131	儱	⿰亻龍	
U+5132	儲	⿰亻諸	⿰信者
U+5133	儳	⿰亻毚	
U+5134	儴	⿰亻襄	
U+5135	儵	⿸攸黑	⿲亻丨⿱夂黑 / ⿲亻丨⿱攵黑 / ⿰⿰亻丨⿱夂黑 / ⿰⿰亻丨⿱攵黑
U+5136	儶	⿰亻巂	⿰亻雟
U+5137	儷	⿰亻麗	
U+5138	儸	⿰亻羅	
U+5139	儹	⿰亻贊	
U+513A	儺	⿰亻難	
U+513B	儻	⿰亻黨	
U+513C	儼	⿰亻嚴	⿸𠉬敢
U+513D	儽	⿰亻纍	
U+513E	儾	⿰亻囊	
U+513F	儿	⿰丿乚	
U+5140	兀	⿱一儿	
U+5141	允	⿱厶儿	
U+5142	兂	⿻⿸⿻二丿乚丨	⿻尢𠃊 / ⿸⿻⿱一𠃋丿乚 / ⿻⿸丿乚⿱厂一
U+5143	元	⿱一兀	⿱二儿
U+5144	兄	⿱口儿	
U+5145	充	⿱亠允	⿱𠫓儿
U+5146	兆	⿰冫⿺儿⿱丿丶	⿰⿰冫丿⿺乚𡿨
U+5147	兇	⿱凶儿	
U+5148	先	⿰㇒圥	⿱⺧儿 / ⿱𠂒儿
U+5149	光		⿱⺌兀 / ⿱⿱⺌一儿
U+514A	兊	⿱八允	⿱公儿
U+514B	克	⿱十兄	⿱古儿
U+514C	兌	⿱㕣儿	⿱八兄
U+514D	免		⿳⺈𫩏儿 / ⿳𠂊𫩏儿 / ⿱⺈⿸⿻口丿乚
U+514E	兎	⿱丿⿷⿻⿸丿乚口丶	⿷⿱⿻⿱㇒口丨儿丶 / ⿷⿸⿻⿱㇒口丿乚丶
U+514F	兏		⿸厂𠑷 / ⿸𠂆𠑷
U+5150	児	⿱旧儿	
U+5151	兑	⿱丷兄	⿱𠮦儿
U+5152	兒	⿱臼儿	
U+5153	兓	⿰旡旡	⿰兂兂
U+5154	兔	⿷免丶	⿳⺈𫩏⿺儿丶 / ⿷⿱⺈⿸⿻口丿乚丶 / ⿷⿱刀⿸⿻口丿乚丶
U+5155	兕	⿱凹儿	
U+5156	兖	⿱亠兊	⿱六允
U+5157	兗	⿱亠兌	⿱六兄
U+5158	兘	⿺元台	
U+5159	兙	⿺克十	
U+515A	党	⿱龸兄	⿱𫩠儿
U+515B	兛	⿺克千	
U+515C	兜		⿶𠒂白
U+515D	兝	⿺克分	
U+515E	兞	⿺克毛	
U+515F	兟	⿰先先	
U+5160	兠	⿱⿴北白儿	⿶⿱北儿白
U+5161	兡	⿺克百	
U+5162	兢	⿰克克	
U+5163	兣	⿺克厘	
U+5164	兤	⿺光廣	
U+5165	入	⿹丶丿	⿹乀丿
U+5166	兦		⿺𠃊入
U+5167	內	⿻入冂	⿻冂入
U+5168	全	⿱人王	⿱亼土 / ⿱入王 / ⿱𠆢王 / ⿱𫢉一 / ⿻仝一
U+5169	兩	⿻丅⿵冂从	⿱一⿻巾𠓜 / ⿻丅⿵冂𠓜
U+516A	兪	⿱亼⿰月巜	⿱亼⿰⺝巜 / ⿱𠓛⿰⺝巜 / ⿱⿵入一⿰⺝巜 / ⿱𠓛⿰⿵⺆⺀巜 / ⿱⿵入一⿰⿵冂⺀巜
U+516B	八	⿰丿㇏	⿰丿丶 / ⿰丿乀 / ⿰丿乁
U+516C	公	⿱八厶	
U+516D	六	⿱亠八	
U+516E	兮	⿱八丂	
U+516F	兯		⿱丷𰆊 / ⿱丷⿱𠃌丨
U+5170	兰	⿱䒑二	⿱丷三
U+5171	共	⿱龷八	
U+5172	兲	⿱王八	
U+5173	关	⿱䒑大	⿱丷天 / ⿱八天
U+5174	兴		⿳𭕄一八
U+5175	兵	⿱丘八	
U+5176	其	⿱⿴龷二八	
U+5177	具	⿳目一八	⿱⿴且一八 / ⿱⿴𠀃三八
U+5178	典		⿱⿻𠀇⿰丨丨八
U+5179	兹		⿱䒑𢆶 / ⿱丷𫠩
U+517A	兺	⿱分叱	⿱分𠮟 / ⿱分𫜸
U+517B	养	⿳䒑夫⿰丿丨	⿱𦍌介 / ⿳丷兲⿰丿丨 / ⿳𦍌八⿰丿丨
U+517C	兼		⿱⿰丿丿⿻艹⿱⺕八
U+517D	兽		⿱𬎿𠮛 / ⿳丷田𠮛 / ⿳𬎿一口
U+517E	兾	⿱丷異	⿱八異 / ⿱𬎿共
U+517F	兿	⿳䒑执云	⿱䒑𮲐
U+5180	冀	⿱北異	
U+5181	冁	⿰单展	
U+5182	冂		⿰丨𠃌
U+5183	冃	⿵冂二	⿴冂𠄠 / ⿵冂𠄠
U+5184	冄	⿻冂二	⿻⺆二 / ⿻冂𠄠
U+5185	内	⿻人冂	⿻冂人
U+5186	円	⿵冂丄	
U+5187	冇		⿸𠂇⺆ / ⿸𠂇冂
U+5188	冈	⿴冂㐅	⿵冂㐅 / ⿵冂乂
U+5189	冉	⿻冂土	
U+518A	冊	⿻冂卄	⿻𦉫一
U+518B	冋	⿴冂口	⿵冂口
U+518C	册	⿻⿰冂冂一	⿻⿰⺆⺆一 / ⿻⿰⺆冂一
U+518D	再	⿱一冉	
U+518E	冎		⿱𭁟冂 / ⿱𭁟冖 / ⿱⿵冂𠃍冂 / ⿱⿵冂𠃍冖
U+518F	冏	⿵冂㕣	⿵冂⿱儿口
U+5190	冐	⿱冃冃	⿱冃⺝ / ⿱冃月 / ⿱日⺝ / ⿱日⺼ / ⿱日月
U+5191	冑	⿱由冃	
U+5192	冒	⿱冃目	⿱⺜目 / ⿱日目
U+5193	冓		⿱𠀎冉
U+5194	冔	⿱冃吁	⿱⺜吁
U+5195	冕	⿱冃免	⿱⺜免 / ⿱日免 / ⿱冃⿱⺈⿸⿻口丿乚
U+5196	冖		⿰丶乛
U+5197	冗	⿱冖儿	⿱冖几
U+5198	冘	⿸⿻冖丿乚	⿻⿸丿乚冖
U+5199	写	⿱冖与	
U+519A	冚	⿱冖山	
U+519B	军	⿱冖车	
U+519C	农		⿻冖𧘇 / ⿸⿻丿冖𰀠
U+519D	冝	⿱冖且	
U+519E	冞	⿱冖米	
U+519F	冟	⿱冖皀	
U+51A0	冠	⿱冖㝴	
U+51A1	冡	⿳冖一豕	⿳冖二𧰨
U+51A2	冢	⿱冖豖	
U+51A3	冣	⿱冖取	
U+51A4	冤	⿱冖兔	⿱冖⿷⿱刀⿸⿻口丿乚丶
U+51A5	冥	⿱冖昗	⿱𠕾六 / ⿳冖日六
U+51A6	冦	⿱冖⿺元攴	
U+51A7	冧	⿱冖林	
U+51A8	冨	⿱冖畐	
U+51A9	冩	⿱冖舄	
U+51AA	冪	⿱冖幕	
U+51AB	冫	⿱丶㇀	
U+51AC	冬	⿱夂冫	⿱夂⺀
U+51AD	冭	⿱大冫	⿱大⺀ / ⿱太㇀ / ⿱太丶
U+51AE	冮	⿰冫工	
U+51AF	冯	⿰冫马	
U+51B0	冰	⿰冫水	
U+51B1	冱	⿰冫互	
U+51B2	冲	⿰冫中	
U+51B3	决	⿰冫夬	
U+51B4	冴	⿰冫牙	
U+51B5	况	⿰冫兄	
U+51B6	冶	⿰冫台	
U+51B7	冷	⿰冫令	
U+51B8	冸	⿰冫半	⿰冫⿻八𰀁
U+51B9	冹	⿰冫犮	
U+51BA	冺	⿰冫民	
U+51BB	冻	⿰冫东	
U+51BC	冼	⿰冫先	
U+51BD	冽	⿰冫列	
U+51BE	冾	⿰冫合	
U+51BF	冿	⿰冫聿	
U+51C0	净	⿰冫争	
U+51C1	凁	⿰冫束	
U+51C2	凂	⿰冫免	⿰冫⿱⺈⿸⿻口丿乚
U+51C3	凃	⿰冫余	
U+51C4	凄	⿰冫妻	
U+51C5	凅	⿰冫固	
U+51C6	准	⿰冫隹	
U+51C7	凇	⿰冫松	
U+51C8	凈	⿰冫爭	
U+51C9	凉	⿰冫京	
U+51CA	凊	⿰冫靑	⿰冫青
U+51CB	凋	⿰冫周	
U+51CC	凌	⿰冫夌	
U+51CD	凍	⿰冫東	
U+51CE	凎	⿰冫金	
U+51CF	减	⿰冫咸	
U+51D0	凐	⿰冫垔	
U+51D1	凑	⿰冫奏	⿰冫⿱𡗗夭
U+51D2	凒	⿰冫豈	
U+51D3	凓	⿰冫栗	
U+51D4	凔	⿰冫倉	
U+51D5	凕	⿰冫冥	
U+51D6	凖	⿱准十	
U+51D7	凗	⿰冫崔	
U+51D8	凘	⿰冫斯	
U+51D9	凙	⿰冫睪	
U+51DA	凚	⿰冫禁	
U+51DB	凛	⿰冫禀	
U+51DC	凜	⿰冫稟	
U+51DD	凝	⿰冫疑	
U+51DE	凞	⿰冫熈	⿱⿰丬𭘍灬 / ⿱⿰冫巸灬 / ⿱⿰冫𭘍灬 / ⿱⿲冫臣㔾灬 / ⿱⿲冫臣巳灬 / ⿱⿲冫𱼧巳灬 / ⿱⿰冫⿲㇓臣巳灬
U+51DF	凟	⿰冫賣	⿰冫𧶠
U+51E0	几	⿰丿㇈	
U+51E1	凡	⿵几一	⿵几丶
U+51E2	凢	⿱㇒几	⿱丿几
U+51E3	凣	⿱丨几	
U+51E4	凤	⿵几又	⿵⺇又 / ⿵𠘨又
U+51E5	凥	⿸尸几	
U+51E6	処	⿺夂几	
U+51E7	凧	⿵几巾	⿵⺇巾 / ⿵𠘨巾
U+51E8	凨	⿵几云	⿵凡𠫔 / ⿵𠘨云
U+51E9	凩	⿵几木	⿵⺇木 / ⿵𠘨木
U+51EA	凪	⿵几止	⿵⺇止 / ⿵𠘨止
U+51EB	凫		⿹⿴⿱丿⿺𠃌㇉丶几
U+51EC	凬	⿵凡日	⿵几𣄼 / ⿵𠘨𣄼
U+51ED	凭	⿱任几	
U+51EE	凮	⿵几百	⿵凡白 / ⿵𠘨百
U+51EF	凯	⿰岂几	⿰⿱山己几
U+51F0	凰	⿵几皇	⿵⺇皇 / ⿵𠘨皇
U+51F1	凱	⿰豈几	
U+51F2	凲	⿵几兼	⿵⺇兼 / ⿵𠘨兼
U+51F3	凳	⿱登几	
U+51F4	凴	⿱馮几	
U+51F5	凵		⿰𠃊丨
U+51F6	凶	⿶凵㐅	⿶凵乂
U+51F7	凷	⿶凵土	
U+51F8	凸		[一丨㇎一]
U+51F9	凹		[丨㇅丨𠃍一]
U+51FA	出	⿱屮凵	
U+51FB	击	⿻二山	⿱𰀁凵 / ⿱⿻二丨凵
U+51FC	凼	⿶凵水	
U+51FD	函	⿶凵⿱乛氺	⿶凵⿻丂⿱丷八 / ⿶凵⿻了⿱丷八
U+51FE	凾	⿶凵⿻丂叹	⿶凵⿻了叹 / ⿶凵⿸⿹了口又
U+51FF	凿	⿶凵丵	⿱业⿶凵𢆉
U+5200	刀		⿹𠃌丿
U+5201	刁		⿹𠃌㇀
U+5202	刂	⿰丨亅	
U+5203	刃	⿹刀㇒	⿹刀丶 / ⿹刀丿 / ⿹𠃌㐅 / ⿹𠃌乂 / ⿹𠃌𬼀 / ⿻刀丶
U+5204	刄	⿻刀丶	⿻刀乀
U+5205	刅	⿰刃丶	⿰⿹刀㇒丶
U+5206	分	⿱八刀	
U+5207	切	⿰七刀	⿰土刀
U+5208	刈	⿰㐅刂	⿰乂刂
U+5209	刉	⿰乞刂	
U+520A	刊	⿰干刂	
U+520B	刋	⿰千刂	
U+520C	刌	⿰寸刂	
U+520D	刍		⿱⺈⺕ / ⿱⺈彐 / ⿱⺈𫜹 / ⿱𠂊彐
U+520E	刎	⿰勿刂	
U+520F	刏	⿰气刂	
U+5210	刐	⿰丹刂	
U+5211	刑	⿰开刂	
U+5212	划	⿰戈刂	
U+5213	刓	⿰元刂	
U+5214	刔	⿰夬刂	
U+5215	刕		⿱刀𠚪
U+5216	刖	⿰月刂	⿰⺝刂
U+5217	列	⿰歹刂	
U+5218	刘	⿰文刂	
U+5219	则	⿰贝刂	⿻丨𮷌
U+521A	刚	⿰冈刂	
U+521B	创	⿰仓刂	
U+521C	刜	⿰弗刂	
U+521D	初	⿰衤刀	
U+521E	刞	⿰且刂	
U+521F	刟	⿰召刂	
U+5220	删	⿰册刂	⿰⿻⿰冂冂一刂
U+5221	刡	⿰民刂	
U+5222	刢	⿰令刂	
U+5223	刣	⿰台刂	
U+5224	判	⿰半刂	⿰⿻八𰀁刂 / ⿰⿻丿⿱八二刂
U+5225	別		⿰𠮠刂
U+5226	刦	⿰去刂	
U+5227	刧	⿰去刀	
U+5228	刨	⿰包刂	⿰⿹勹巳刂
U+5229	利	⿰禾刂	
U+522A	刪	⿰冊刂	
U+522B	别	⿰另刂	
U+522C	刬	⿰戋刂	
U+522D	刭	⿰⿱又土刂	⿰𢀖刂
U+522E	刮	⿰舌刂	
U+522F	刯	⿰亘刂	
U+5230	到	⿰至刂	
U+5231	刱	⿰井刅	⿰𠛝丶
U+5232	刲	⿰圭刂	
U+5233	刳	⿰夸刂	
U+5234	刴	⿰朶刂	
U+5235	刵	⿰耳刂	
U+5236	制	⿰⿻牛冂刂	
U+5237	刷		⿰𡰯刂
U+5238	券	⿱龹刀	⿱𠔉刀
U+5239	刹	⿰杀刂	
U+523A	刺	⿰朿刂	
U+523B	刻	⿰亥刂	
U+523C	刼	⿰去刃	⿰去刄
U+523D	刽	⿰会刂	
U+523E	刾	⿰夹刂	
U+523F	刿	⿰岁刂	
U+5240	剀	⿰岂刂	⿰⿱山己刂
U+5241	剁	⿰朵刂	
U+5242	剂	⿰齐刂	⿰⿱文⿰丿丨刂
U+5243	剃	⿰弟刂	
U+5244	剄	⿰巠刂	
U+5245	剅	⿰豆刂	
U+5246	剆	⿰良刂	⿰⿱丶⿸⿴巳一丶刂
U+5247	則	⿰貝刂	
U+5248	剈	⿰肙刂	
U+5249	剉	⿰坐刂	
U+524A	削	⿰肖刂	
U+524B	剋	⿺克刂	
U+524C	剌	⿰束刂	
U+524D	前	⿱䒑刖	⿱䒑⿰⺝刂 / ⿱䒑⿰⿵冂⺀刂
U+524E	剎		⿰𣏂刂
U+524F	剏	⿰并刃	⿰并刄
U+5250	剐	⿰呙刂	
U+5251	剑	⿰佥刂	
U+5252	剒	⿰昔刂	
U+5253	剓		⿱𥝢刀
U+5254	剔	⿰易刂	
U+5255	剕	⿰非刂	
U+5256	剖	⿰咅刂	
U+5257	剗	⿰戔刂	
U+5258	剘	⿰其刂	
U+5259	剙	⿰剏丶	⿰并刅 / ⿰幷刅
U+525A	剚	⿰事刂	
U+525B	剛	⿰岡刂	
U+525C	剜	⿰宛刂	
U+525D	剝	⿰彔刂	
U+525E	剞	⿰奇刂	⿰竒刂
U+525F	剟	⿰叕刂	⿰㕛𠚿
U+5260	剠	⿰京刂	
U+5261	剡	⿰炎刂	
U+5262	剢	⿰豖刂	
U+5263	剣	⿰㑒刂	
U+5264	剤	⿰斉刂	⿰⿱文⿲丿二丨刂
U+5265	剥	⿰录刂	
U+5266	剦	⿰奄刂	⿰⿱大电刂
U+5267	剧	⿰居刂	
U+5268	剨	⿰砉刂	
U+5269	剩	⿰乘刂	⿰⿻乖人刂
U+526A	剪	⿱前刀	⿱⿱䒑⿰⿵冂⺀刂刀
U+526B	剫	⿰度刂	
U+526C	剬	⿰耑刂	
U+526D	剭	⿰屋刂	
U+526E	剮	⿰咼刂	
U+526F	副	⿰畐刂	
U+5270	剰	⿰乗刂	⿰⿱丿⿻𠦃𠆣刂
U+5271	剱	⿰㑒刃	⿰㑒刄
U+5272	割	⿰害刂	⿰⿳宀龶口刂 / ⿰⿳宀⿻㇒𰀁口刂
U+5273	剳	⿰荅刂	⿰⿱艹合刂
U+5274	剴	⿰豈刂	
U+5275	創	⿰倉刂	
U+5276	剶	⿰彖刂	⿰⿱⿵𠁡丶豕刂
U+5277	剷	⿰產刂	⿰産刂 / ⿰⿸产生刂
U+5278	剸	⿰專刂	
U+5279	剹	⿰翏刂	
U+527A	剺		⿸𠩺刀
U+527B	剻	⿰崩刂	⿰⿱山朋刂
U+527C	剼	⿰參刂	
U+527D	剽	⿰票刂	
U+527E	剾	⿰區刂	
U+527F	剿	⿰巢刂	
U+5280	劀	⿰矞刂	
U+5281	劁	⿰焦刂	
U+5282	劂	⿰厥刂	
U+5283	劃	⿰畫刂	
U+5284	劄	⿰答刂	⿱竹㓣 / ⿰⿱𥫗合刂
U+5285	劅	⿰蜀刂	
U+5286	劆	⿰廉刂	⿰⿸广兼刂
U+5287	劇	⿰豦刂	
U+5288	劈	⿱辟刀	
U+5289	劉		⿰𨥫刂 / ⿰⿱⿰𱍸刀金刂
U+528A	劊	⿰會刂	
U+528B	劋	⿰喿刂	
U+528C	劌	⿰歲刂	
U+528D	劍	⿰僉刂	
U+528E	劎	⿰僉刀	
U+528F	劏	⿰當刂	
U+5290	劐	⿰蒦刂	⿰⿱卝隻刂 / ⿰⿱萑又刂 / ⿰⿱雈又刂
U+5291	劑	⿰齊刂	
U+5292	劒	⿰僉刃	
U+5293	劓	⿰鼻刂	⿰⿱自畀刂
U+5294	劔	⿰僉刄	
U+5295	劕	⿰質刂	
U+5296	劖	⿰毚刂	
U+5297	劗	⿰贊刂	
U+5298	劘	⿰靡刂	
U+5299	劙	⿰蠡刂	
U+529A	劚	⿰屬刂	
U+529B	力		⿻丿𠃌 / ⿻𠃌丿
U+529C	劜	⿰力乚	
U+529D	劝	⿰又力	
U+529E	办	⿻力八	⿰⿹力丶丶
U+529F	功	⿰工力	
U+52A0	加	⿰力口	
U+52A1	务	⿱夂力	⿱攵力
U+52A2	劢	⿰万力	
U+52A3	劣	⿱少力	
U+52A4	劤	⿰斤力	
U+52A5	劥	⿰亢力	
U+52A6	劦	⿱力⿰力力	⿱力𠠴
U+52A7	劧	⿰手力	
U+52A8	动	⿰云力	
U+52A9	助	⿰且力	
U+52AA	努	⿱奴力	
U+52AB	劫	⿰去力	
U+52AC	劬	⿰句力	
U+52AD	劭	⿰召力	
U+52AE	劮	⿰失力	
U+52AF	劯	⿰石力	
U+52B0	劰	⿰白力	
U+52B1	励	⿰厉力	
U+52B2	劲		⿰𢀖力
U+52B3	劳		⿱𫇦力
U+52B4	労		⿱𰃮力 / ⿳𭕄冖力
U+52B5	劵	⿱龹力	⿱𠔉力
U+52B6	劶	⿰后力	
U+52B7	劷	⿰羊力	
U+52B8	劸	⿰圭力	
U+52B9	効	⿰交力	
U+52BA	劺	⿰牟力	
U+52BB	劻	⿰匡力	
U+52BC	劼	⿰吉力	
U+52BD	劽	⿱列力	
